country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Canada,2013,CAN,35293421,1514296485427,5.973,0.169,568.590,6.820,1.214,706.757,6.756,0.965,20.025,0.467,0.176,16.110,0.375,0.142,79.921,2.264,616.519,17.468,0.407,322.920,29553.562,68464.305,9213.625,496.574,6501.108,38911.109,12942.733,76.602,113458.836,2.644,16.639,0.471,203.564,5.768,19.074,24.487,138.168,3.915,123.239,3.492,42.682,1.209,259.850,7.363,0.075,2.642,4004.351,0.414,1.612,1.699,0.534,0.986,2.043,2.986,1.344,3.152,3.329,4.576,2.552,0.753,4.355,3.097,2.186,2.256,0.645,2.418,0.005,0.028,0.034,0.001,864.227,673.192,47.930,8.430
Canada,2014,CAN,35634265,1557757464897,5.912,0.166,564.938,-3.651,-0.642,720.203,13.445,1.902,20.211,0.462,0.180,15.854,0.363,0.141,77.558,2.176,599.080,16.812,0.385,328.832,30118.500,69184.500,9291.183,513.097,6711.279,39066.379,13194.837,79.272,112508.438,2.574,16.523,0.464,210.171,5.898,18.945,24.695,155.265,4.357,128.456,3.605,42.090,1.181,252.104,7.075,0.075,2.670,4009.156,0.396,1.593,1.720,0.517,0.961,2.032,2.964,1.326,3.179,3.324,4.560,2.544,0.749,4.306,3.182,2.422,2.180,0.655,2.406,0.005,0.028,0.035,0.001,879.992,675.089,34.142,6.044
Canada,2015,CAN,35962236,1568025782105,6.185,0.172,563.003,-1.936,-0.343,725.966,5.763,0.800,20.187,0.463,0.181,15.655,0.359,0.140,74.336,2.067,573.193,15.939,0.366,335.016,30681.504,69910.469,9365.521,528.420,6923.959,39229.336,13446.808,81.780,111824.336,2.565,15.322,0.426,212.680,5.914,18.706,24.468,162.963,4.532,127.164,3.536,42.069,1.170,251.971,7.007,0.070,2.508,4021.453,0.429,1.590,1.732,0.507,0.939,2.022,2.942,1.309,3.198,3.319,4.545,2.535,0.742,4.020,3.161,2.502,2.141,0.587,2.395,0.005,0.028,0.035,0.001,879.932,672.710,10.191,1.810
Canada,2016,CAN,36353345,1583727974022,6.114,0.168,553.707,-9.296,-1.651,693.383,-32.582,-4.488,19.073,0.438,0.175,15.231,0.350,0.139,74.532,2.050,546.736,15.040,0.345,341.131,31235.209,70603.859,9440.052,541.715,7133.426,39369.016,13694.650,84.236,109289.445,2.509,13.296,0.366,209.467,5.762,18.120,23.283,139.676,3.842,122.513,3.370,41.094,1.130,247.842,6.818,0.068,2.456,3973.037,0.414,1.564,1.701,0.520,0.918,2.011,2.921,1.294,3.207,3.310,4.533,2.525,0.737,3.579,3.029,2.598,2.083,0.603,2.382,0.006,0.029,0.035,0.001,846.420,658.716,-6.971,-1.259
Canada,2017,CAN,36808498,1631871440185,6.863,0.186,566.660,12.953,2.339,729.885,36.501,5.264,19.829,0.447,0.181,15.395,0.347,0.141,73.963,2.009,554.605,15.067,0.340,347.994,31801.871,71333.742,9514.015,555.763,7350.527,39532.242,13947.006,86.565,109394.164,2.467,14.047,0.382,217.102,5.898,18.302,23.869,163.224,4.434,124.508,3.383,41.847,1.137,252.357,6.856,0.063,2.329,4026.635,0.458,1.575,1.768,0.510,0.900,2.001,2.902,1.278,3.217,3.302,4.524,2.516,0.731,3.656,3.064,3.075,2.088,0.546,2.371,0.006,0.029,0.036,0.001,878.589,673.656,-12.056,-2.127
Canada,2018,CAN,37294996,1677189073139,6.990,0.187,575.091,8.430,1.488,716.294,-13.591,-1.862,19.206,0.427,0.175,15.420,0.343,0.141,62.467,1.675,556.620,14.925,0.332,354.983,32376.961,72050.031,9576.481,570.301,7581.157,39673.441,14205.223,88.815,109464.797,2.434,14.539,0.390,230.629,6.184,18.329,23.414,141.203,3.786,125.972,3.378,43.702,1.172,258.216,6.924,0.060,2.250,4082.489,0.452,1.566,1.721,0.423,0.883,1.991,2.882,1.262,3.226,3.296,4.515,2.507,0.722,3.598,3.108,2.892,2.126,0.491,2.358,0.006,0.029,0.036,0.001,873.207,683.597,-18.471,-3.212
Canada,2019,CAN,37782934,1708858221312,7.195,0.190,579.007,3.916,0.681,698.967,-17.326,-2.419,18.500,0.409,0.172,15.325,0.339,0.143,59.811,1.583,549.141,14.534,0.321,362.179,32955.969,72749.000,9636.294,585.139,7815.066,39793.402,14466.165,91.126,107455.625,2.376,14.838,0.393,233.909,6.191,18.171,22.799,119.960,3.175,125.164,3.313,42.378,1.122,260.942,6.906,0.061,2.311,4059.989,0.445,1.561,1.665,0.407,0.866,1.982,2.862,1.245,3.230,3.289,4.503,2.499,0.715,3.432,3.088,2.455,2.117,0.531,2.345,0.006,0.029,0.037,0.001,861.407,686.547,-29.866,-5.158
Canada,2020,CAN,38171903,1622144486274,6.713,0.176,524.208,-54.799,-9.464,646.329,-52.638,-7.531,16.932,0.398,0.169,13.733,0.323,0.137,49.442,1.295,502.928,13.175,0.310,368.891,33480.176,73395.328,9685.735,600.295,8039.942,39915.523,14691.938,93.375,100465.109,2.364,15.156,0.397,224.876,5.891,16.162,20.853,122.121,3.199,110.822,2.903,44.289,1.160,225.773,5.915,0.059,2.249,3834.944,0.413,1.491,1.629,0.347,0.849,1.972,2.843,1.229,3.243,3.280,4.494,2.491,0.710,3.789,2.990,2.704,2.065,0.543,2.331,0.006,0.030,0.037,0.001,795.989,616.927,-21.280,-4.059
Canada,2021,CAN,38454058,1703443269914,7.385,0.192,537.479,13.271,2.532,672.717,26.388,4.083,17.494,0.395,0.174,13.977,0.316,0.139,47.059,1.224,523.939,13.625,0.308,376.276,34017.656,74068.047,9732.794,616.218,8271.171,40050.762,14925.561,95.633,100431.008,2.267,15.923,0.414,231.229,6.013,16.495,21.369,135.238,3.517,114.910,2.988,43.141,1.122,233.624,6.075,0.059,2.259,3861.980,0.443,1.458,1.620,0.314,0.834,1.961,2.824,1.212,3.258,3.269,4.486,2.482,0.704,3.959,2.935,2.904,2.029,0.517,2.317,0.006,0.030,0.037,0.001,821.735,634.294,-13.539,-2.519
Canada,2022,CAN,38821259,1761295624423,6.752,0.174,547.658,10.179,1.894,661.642,-11.075,-1.646,17.043,0.376,0.167,14.107,0.311,0.138,39.157,1.009,530.259,13.659,0.301,383.028,34565.312,74729.688,9771.951,632.524,8512.025,40164.746,15167.853,97.932,102122.422,2.251,16.306,0.420,240.854,6.204,16.661,21.005,113.985,2.936,117.055,3.015,43.208,1.113,242.291,6.241,0.059,2.298,3964.521,0.428,1.459,1.564,0.253,0.821,1.950,2.804,1.194,3.275,3.264,4.475,2.473,0.699,4.088,3.104,2.382,2.034,0.538,2.301,0.006,0.030,0.037,0.002,815.455,646.803,-17.398,-3.177
Canada,2023,CAN,39299098,,7.300,0.186,545.479,-2.179,-0.398,666.911,5.268,0.796,16.970,,0.172,13.880,,0.140,36.384,0.926,519.943,13.230,,390.328,35110.789,75396.594,9808.336,649.645,8752.966,40286.180,15409.378,100.138,98930.016,,17.121,0.436,240.940,6.131,16.501,20.994,121.432,3.090,118.720,3.021,44.853,1.141,241.526,6.146,0.056,2.206,3887.860,0.474,1.432,1.557,0.233,0.809,1.939,2.784,1.176,3.293,3.259,4.464,2.463,0.693,4.162,3.088,2.559,1.967,0.519,2.286,0.006,0.031,0.038,0.002,825.051,648.493,-25.536,-4.681
Canada,2024,CAN,39742429,,7.300,0.184,533.340,-12.138,-2.225,645.287,-21.624,-3.242,16.237,,0.166,13.420,,0.137,28.672,0.721,,,,397.628,35644.129,76041.891,9837.008,666.767,8986.434,40398.129,15653.950,102.344,97784.539,,17.121,0.431,233.468,5.875,15.912,20.198,111.947,2.817,115.338,2.902,44.735,1.126,244.572,6.154,0.056,2.206,3886.195,0.496,1.382,1.494,0.181,0.800,1.928,2.764,1.158,3.310,3.249,4.454,2.454,0.688,4.119,2.915,2.441,1.961,0.520,2.271,0.006,0.031,0.038,0.002,802.732,632.399,,
