country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Canada,1971,CAN,21895694,441056641421,4.068,0.186,352.317,11.085,3.248,636.822,21.519,3.497,29.084,1.444,0.330,16.091,0.799,0.183,55.905,2.553,,,,75.976,9199.373,38532.414,5162.618,69.495,636.693,29333.412,3254.592,,88014.820,4.369,4.547,0.208,67.469,3.081,19.090,32.513,284.505,12.994,82.464,3.766,30.479,1.392,220.327,10.063,,,1927.146,1.342,2.272,2.942,0.981,1.605,2.085,3.766,1.715,2.419,2.465,5.001,3.067,,1.414,3.489,4.634,3.060,,2.700,0.003,0.015,0.018,0.001,711.904,417.992,,
Canada,1972,CAN,22230876,464342126500,4.477,0.201,380.814,28.497,8.088,625.982,-10.840,-1.702,28.158,1.348,0.302,17.130,0.820,0.184,62.177,2.797,,,,80.453,9580.187,39158.395,5224.795,73.851,713.178,29578.580,3487.909,,93305.891,4.467,4.356,0.196,76.485,3.440,20.320,31.753,245.169,11.028,87.387,3.931,31.421,1.413,233.318,10.495,,,2074.272,1.394,2.347,2.762,1.093,1.591,2.095,3.745,1.704,2.293,2.558,4.988,3.063,,1.256,3.727,3.808,3.005,,2.689,0.003,0.015,0.018,0.001,705.904,451.736,,
Canada,1973,CAN,22512229,497617451000,4.995,0.222,381.299,0.485,0.127,623.768,-2.214,-0.354,27.708,1.254,0.277,16.937,0.766,0.169,52.040,2.312,,,,85.448,9961.485,39782.168,5276.835,78.072,795.046,29821.049,3726.083,,100058.656,4.527,4.221,0.187,81.868,3.637,20.446,31.743,242.470,10.771,92.788,4.122,35.423,1.573,238.175,10.580,,,2252.543,1.468,2.233,2.673,0.888,1.583,2.100,3.721,1.688,2.155,2.643,4.977,3.052,,1.049,3.717,3.877,2.898,,2.679,0.003,0.015,0.019,0.001,714.617,460.282,,
Canada,1974,CAN,22824085,517951814410,5.135,0.225,389.632,8.333,2.185,644.106,20.338,3.260,28.220,1.244,0.277,17.071,0.752,0.168,48.522,2.126,,,,90.583,10351.117,40426.270,5325.357,81.608,878.563,30075.523,3975.006,,101795.938,4.486,3.536,0.155,83.516,3.659,20.513,32.207,254.475,11.149,91.658,4.016,36.870,1.615,248.922,10.906,,,2323.399,1.508,2.292,2.763,0.828,1.579,2.106,3.701,1.673,2.033,2.717,4.967,3.053,,0.903,3.701,4.031,3.073,,2.669,0.003,0.016,0.019,0.001,735.087,468.184,,
Canada,1975,CAN,23148981,529610716972,4.933,0.213,396.790,7.159,1.837,642.539,-1.568,-0.243,27.757,1.213,0.281,17.141,0.749,0.173,61.288,2.648,,,,95.516,10747.907,41068.809,5386.645,84.276,964.477,30321.273,4216.994,,98878.531,4.322,2.667,0.115,85.914,3.711,20.310,31.593,245.748,10.616,90.520,3.910,34.435,1.488,241.987,10.453,,,2288.937,1.451,2.336,2.780,1.018,1.572,2.114,3.682,1.660,1.937,2.789,4.957,3.052,,0.792,3.833,4.013,3.023,,2.661,0.003,0.016,0.020,0.001,731.343,470.147,,
Canada,1976,CAN,23455783,558634695000,4.767,0.203,398.966,2.175,0.548,666.836,24.297,3.781,28.429,1.194,0.278,17.009,0.714,0.166,59.104,2.520,,,,100.283,11146.873,41735.645,5445.749,86.708,1063.405,30589.141,4450.728,,102191.805,4.291,2.433,0.104,98.928,4.218,20.140,32.093,267.870,11.420,88.703,3.782,36.500,1.556,233.734,9.965,,,2396.989,1.339,2.234,2.787,0.949,1.559,2.118,3.663,1.647,1.827,2.879,4.952,3.035,,0.615,4.194,4.420,2.758,,2.651,0.003,0.016,0.020,0.001,752.768,472.398,,
Canada,1977,CAN,23730341,577419655478,4.776,0.201,407.790,8.825,2.212,665.994,-0.842,-0.126,28.065,1.153,0.263,17.184,0.706,0.161,65.032,2.740,,,,105.059,11554.663,42401.641,5510.781,89.035,1165.359,30847.344,4684.430,,106848.125,4.391,2.327,0.098,101.954,4.296,20.436,31.794,258.203,10.881,88.382,3.724,39.934,1.683,233.702,9.848,,,2535.542,1.281,2.221,2.666,1.020,1.544,2.122,3.642,1.635,1.736,2.962,4.941,3.014,,0.610,4.227,3.900,2.666,,2.641,0.003,0.016,0.020,0.001,754.494,484.947,,
Canada,1978,CAN,23978742,600763301726,5.113,0.213,415.532,7.742,1.898,664.007,-1.986,-0.298,27.691,1.105,0.257,17.329,0.692,0.161,69.513,2.899,,,,110.172,11970.196,43065.648,5580.293,91.567,1269.910,31095.820,4918.253,,107771.141,4.302,2.532,0.106,104.551,4.360,20.685,31.370,248.475,10.362,87.618,3.654,42.865,1.788,233.823,9.751,,,2584.216,1.285,2.184,2.595,1.068,1.529,2.124,3.619,1.624,1.659,3.031,4.929,2.989,,0.649,4.113,3.785,2.560,,2.629,0.003,0.017,0.021,0.001,752.223,496.009,,
Canada,1979,CAN,24237173,625737107568,5.833,0.241,441.684,26.152,6.294,703.638,39.631,5.968,29.031,1.124,0.265,18.223,0.706,0.166,76.032,3.137,,,,116.005,12411.881,43769.281,5656.326,94.516,1382.484,31357.773,5162.549,,109757.227,4.251,2.950,0.122,112.574,4.645,21.634,32.658,261.954,10.808,90.579,3.737,41.074,1.695,244.296,10.079,,,2660.205,1.445,2.264,2.774,1.118,1.525,2.128,3.601,1.615,1.608,3.103,4.925,2.970,,0.819,4.219,4.473,2.648,,2.621,0.003,0.017,0.021,0.001,791.542,524.352,,
Canada,1980,CAN,24533779,634113667343,5.208,0.212,442.843,1.159,0.262,710.333,6.695,0.951,28.953,1.120,0.262,18.050,0.698,0.163,81.168,3.308,,,,121.213,12854.724,44479.617,5737.494,97.649,1494.524,31625.266,5403.844,,110528.969,4.276,3.133,0.128,112.041,4.567,21.288,32.443,267.490,10.903,90.067,3.671,40.138,1.636,241.294,9.835,,,2711.693,1.282,2.282,2.795,1.162,1.513,2.133,3.585,1.606,1.576,3.160,4.920,2.958,,0.990,4.087,4.457,2.707,,2.614,0.003,0.017,0.021,0.001,795.950,522.275,,
Canada,1981,CAN,24844977,653774400000,5.034,0.203,429.622,-13.221,-2.985,690.357,-19.977,-2.812,27.787,1.056,0.256,17.292,0.657,0.159,83.682,3.368,,,,126.247,13284.346,45169.977,5821.176,100.621,1604.550,31885.998,5631.751,,108503.625,4.123,2.972,0.120,110.026,4.429,20.368,31.170,260.734,10.494,89.607,3.607,38.521,1.550,227.908,9.173,,,2695.770,1.239,2.276,2.793,1.205,1.499,2.138,3.569,1.598,1.564,3.205,4.916,2.946,,1.253,3.982,4.467,2.687,,2.608,0.003,0.018,0.022,0.001,774.426,506.051,,
Canada,1982,CAN,25140164,633852996724,4.182,0.166,414.455,-15.168,-3.530,661.831,-28.526,-4.132,26.326,1.044,0.253,16.486,0.654,0.159,88.442,3.518,,,,130.430,13698.801,45831.809,5909.618,103.482,1714.877,32133.373,5840.394,,104002.023,4.125,2.862,0.114,110.327,4.388,19.473,29.643,247.376,9.840,88.547,3.522,38.998,1.551,208.643,8.299,,,2614.628,1.035,2.213,2.728,1.251,1.478,2.140,3.554,1.592,1.552,3.250,4.912,2.928,,1.215,4.084,4.472,2.521,,2.601,0.003,0.018,0.022,0.001,745.238,489.560,,
Canada,1983,CAN,25412605,652317707519,3.906,0.154,408.335,-6.120,-1.477,639.991,-21.839,-3.300,25.184,0.981,0.246,16.068,0.626,0.157,93.520,3.680,,,,134.336,14107.136,46471.793,6003.138,106.549,1828.908,32365.031,6034.205,,102323.438,3.986,3.067,0.121,114.031,4.487,19.330,28.713,231.657,9.116,87.728,3.452,47.662,1.876,193.811,7.627,,,2600.305,0.945,2.160,2.587,1.287,1.454,2.140,3.535,1.586,1.549,3.295,4.904,2.906,,1.441,4.157,3.967,2.359,,2.592,0.004,0.018,0.022,0.001,729.674,491.234,,
Canada,1984,CAN,25670376,689733525765,4.276,0.167,425.237,16.902,4.139,695.212,55.221,8.628,27.082,1.008,0.251,16.565,0.617,0.154,102.918,4.009,,,,138.612,14532.372,47167.008,6106.056,110.854,1950.139,32635.008,6226.712,,107756.992,4.010,4.305,0.168,121.231,4.723,19.839,30.588,269.975,10.517,90.459,3.524,45.787,1.784,192.507,7.499,,,2766.163,1.015,2.185,2.686,1.357,1.435,2.142,3.519,1.581,1.569,3.335,4.897,2.884,,2.305,4.079,4.202,2.337,,2.586,0.004,0.018,0.023,0.001,785.198,509.284,,
Canada,1985,CAN,25927463,727013329052,5.063,0.195,421.726,-3.511,-0.826,663.588,-31.625,-4.549,25.594,0.913,0.232,16.266,0.580,0.148,99.771,3.848,,,,143.675,14954.099,47830.598,6205.827,115.863,2075.363,32876.867,6413.371,,110202.641,3.930,5.009,0.193,125.225,4.830,19.350,28.841,241.861,9.328,91.323,3.522,39.904,1.539,186.659,7.199,,,2857.275,1.189,2.093,2.464,1.225,1.425,2.140,3.498,1.574,1.599,3.371,4.884,2.861,,2.760,4.053,3.563,2.263,,2.576,0.004,0.019,0.023,0.001,747.777,501.709,,
Canada,1986,CAN,26211036,746074615843,5.270,0.201,404.715,-17.011,-4.034,675.056,11.468,1.728,25.755,0.905,0.234,15.441,0.542,0.140,92.491,3.529,,,,148.945,15358.814,48505.652,6298.317,120.604,2191.147,33147.207,6599.800,,110065.242,3.867,4.741,0.181,115.783,4.417,18.411,28.941,270.340,10.314,91.263,3.482,36.760,1.402,186.430,7.113,,,2884.924,1.193,1.980,2.465,1.120,1.415,2.136,3.478,1.565,1.626,3.393,4.874,2.837,,2.794,3.841,3.894,2.196,,2.567,0.004,0.019,0.023,0.001,758.581,482.573,,
Canada,1987,CAN,26540913,776472503351,6.259,0.236,430.982,26.267,6.490,691.719,16.663,2.468,26.062,0.891,0.232,16.238,0.555,0.145,99.031,3.731,,,,155.203,15789.795,49197.371,6397.348,125.312,2310.267,33407.945,6801.665,,112189.555,3.835,4.708,0.177,119.120,4.488,19.315,29.338,260.737,9.824,92.045,3.468,38.805,1.462,201.864,7.606,,,2977.613,1.365,2.042,2.506,1.158,1.413,2.133,3.459,1.556,1.653,3.404,4.866,2.819,,2.888,3.630,4.013,2.353,,2.558,0.004,0.019,0.024,0.001,778.645,512.639,,
Canada,1988,CAN,26927938,814240093652,5.986,0.222,455.673,24.691,5.729,704.856,13.137,1.899,26.176,0.866,0.228,16.922,0.560,0.147,106.413,3.952,,,,161.190,16245.468,49902.227,6503.761,130.504,2437.469,33657.129,7012.544,,115004.945,3.803,5.192,0.193,127.202,4.724,20.096,29.558,249.183,9.254,95.456,3.545,38.597,1.433,210.880,7.831,,,3096.846,1.242,2.079,2.511,1.204,1.406,2.132,3.441,1.549,1.680,3.419,4.858,2.804,,2.797,3.702,4.047,2.372,,2.551,0.004,0.020,0.024,0.001,795.942,541.136,,
Canada,1989,CAN,27366046,833918743195,6.263,0.229,462.889,7.216,1.584,702.654,-2.202,-0.312,25.676,0.843,0.225,16.915,0.555,0.148,106.901,3.906,,,,167.453,16708.357,50604.879,6610.662,135.165,2575.891,33896.895,7219.187,,114280.016,3.750,4.661,0.170,138.422,5.058,20.269,29.317,239.765,8.761,97.340,3.557,44.438,1.624,206.642,7.551,,,3127.392,1.273,2.085,2.493,1.211,1.400,2.130,3.423,1.542,1.707,3.439,4.851,2.786,,3.087,3.840,4.009,2.287,,2.543,0.004,0.020,0.025,0.001,802.299,554.670,,
Canada,1990,CAN,27789437,835996817449,5.823,0.210,458.018,-4.871,-1.052,699.368,-3.286,-0.468,25.167,0.837,0.232,16.482,0.548,0.152,99.139,3.567,497.179,17.891,0.595,173.276,17166.375,51304.246,6709.800,147.000,2701.597,34138.242,7431.380,3.322,108263.508,3.599,11.835,0.426,125.706,4.524,19.786,28.860,241.350,8.685,97.489,3.508,44.935,1.617,212.193,7.636,0.120,3.322,3008.582,1.182,2.015,2.449,1.145,1.392,2.127,3.404,1.534,1.798,3.433,4.845,2.769,0.169,4.609,3.317,4.140,2.307,0.987,2.536,0.004,0.020,0.025,0.001,802.014,549.852,39.161,8.550
Canada,1991,CAN,28157154,820274272433,4.771,0.169,449.776,-8.241,-1.799,674.757,-24.611,-3.519,23.964,0.823,0.223,15.974,0.548,0.149,104.152,3.699,497.020,17.652,0.606,178.047,17616.152,51979.004,6813.953,159.145,2826.873,34363.223,7631.344,6.791,107284.562,3.683,12.145,0.431,125.276,4.449,19.187,27.731,224.980,7.990,99.285,3.526,42.125,1.496,199.964,7.102,0.123,3.469,3020.828,0.945,1.938,2.333,1.215,1.374,2.122,3.384,1.528,1.884,3.424,4.838,2.745,0.294,4.463,3.253,3.933,2.071,1.001,2.528,0.004,0.020,0.025,0.001,780.829,540.256,47.244,10.504
Canada,1992,CAN,28500066,829742094636,4.804,0.169,463.393,13.616,3.027,701.046,26.289,3.896,24.598,0.845,0.226,16.259,0.558,0.149,106.985,3.754,513.927,18.032,0.619,182.851,18079.545,52680.051,6920.937,172.197,2959.345,34600.879,7834.206,10.008,108832.219,3.738,13.052,0.458,132.473,4.648,19.547,28.516,237.653,8.339,103.655,3.637,42.163,1.479,202.862,7.118,0.113,3.217,3101.725,0.913,2.058,2.461,1.280,1.356,2.120,3.367,1.523,1.982,3.423,4.831,2.728,0.378,5.443,3.396,3.982,2.216,0.953,2.523,0.004,0.021,0.026,0.001,812.695,557.085,50.534,10.905
Canada,1993,CAN,28830635,853775990714,4.893,0.170,464.072,0.679,0.146,696.427,-4.619,-0.659,24.156,0.816,0.219,16.096,0.544,0.146,99.618,3.455,498.713,17.298,0.584,187.744,18543.615,53376.480,7020.555,185.387,3096.367,34833.230,8040.366,13.197,110299.570,3.725,13.190,0.458,137.022,4.753,19.455,28.174,232.355,8.059,105.476,3.658,43.854,1.521,206.160,7.151,0.111,3.189,3180.007,0.890,2.040,2.445,1.176,1.338,2.118,3.351,1.517,2.079,3.423,4.825,2.713,0.445,5.675,3.419,4.053,2.248,1.004,2.517,0.004,0.021,0.026,0.001,812.271,560.888,34.641,7.465
Canada,1994,CAN,29147383,894851932653,5.769,0.198,478.468,14.396,3.102,718.151,21.724,3.119,24.639,0.803,0.218,16.415,0.535,0.145,103.287,3.544,504.290,17.301,0.564,193.513,19022.084,54094.629,7123.841,199.846,3236.627,35072.914,8251.538,16.717,113257.367,3.689,14.459,0.496,140.260,4.812,19.998,28.795,239.683,8.223,109.122,3.744,47.992,1.647,211.173,7.245,0.121,3.520,3301.156,0.983,2.083,2.423,1.213,1.324,2.117,3.334,1.511,2.165,3.425,4.813,2.701,0.508,4.621,3.472,3.594,2.296,1.084,2.513,0.004,0.021,0.026,0.001,839.308,582.896,25.822,5.397
Canada,1995,CAN,29459138,921360066054,6.529,0.222,491.305,12.837,2.683,734.633,16.483,2.295,24.937,0.797,0.217,16.678,0.533,0.145,104.709,3.554,514.113,17.452,0.558,200.042,19513.389,54829.262,7228.551,214.562,3384.612,35316.246,8465.406,20.216,114799.250,3.671,14.716,0.500,147.985,5.023,20.255,29.272,243.328,8.260,112.922,3.833,47.888,1.626,213.868,7.260,0.119,3.498,3381.887,1.053,2.089,2.466,1.196,1.313,2.116,3.318,1.506,2.245,3.429,4.805,2.689,0.558,4.537,3.526,3.876,2.304,1.051,2.510,0.004,0.022,0.027,0.001,862.328,596.692,22.807,4.642
Canada,1996,CAN,29767210,938872519434,6.185,0.208,507.775,16.470,3.352,772.468,37.834,5.150,25.950,0.823,0.222,17.058,0.541,0.146,106.867,3.590,523.839,17.598,0.558,206.228,20021.164,55601.730,7335.417,230.474,3539.159,35580.938,8686.208,23.679,116706.812,3.700,15.911,0.535,154.547,5.192,20.595,30.301,264.692,8.892,114.909,3.860,48.086,1.615,220.802,7.418,0.116,3.464,3474.036,0.976,2.095,2.510,1.190,1.299,2.116,3.303,1.500,2.327,3.434,4.799,2.678,0.599,4.565,3.527,4.046,2.309,1.047,2.508,0.004,0.022,0.027,0.001,901.971,613.057,16.064,3.164
Canada,1997,CAN,30059088,981728042651,6.657,0.221,522.019,14.243,2.805,755.806,-16.662,-2.157,25.144,0.770,0.216,17.366,0.532,0.150,113.731,3.784,551.441,18.345,0.562,212.885,20543.184,56357.535,7449.148,246.526,3692.313,35814.723,8914.957,27.354,116146.086,3.556,16.052,0.534,153.155,5.095,20.746,29.245,233.787,7.778,117.490,3.909,41.082,1.367,228.749,7.610,0.122,3.674,3491.245,1.011,2.141,2.333,1.274,1.288,2.116,3.285,1.496,2.404,3.436,4.778,2.668,0.636,4.576,3.485,2.915,2.358,1.062,2.505,0.004,0.022,0.028,0.001,879.081,623.610,29.422,5.636
Canada,1998,CAN,30329971,1022474596969,6.828,0.225,529.615,7.596,1.455,759.670,3.864,0.511,25.047,0.743,0.221,17.462,0.518,0.154,119.841,3.951,560.778,18.489,0.548,219.713,21072.797,57117.203,7568.989,264.282,3842.281,36044.781,9146.575,30.958,113457.711,3.366,17.756,0.585,149.967,4.945,20.786,29.106,230.055,7.585,118.379,3.903,41.351,1.363,231.618,7.637,0.119,3.604,3441.169,1.040,2.180,2.444,1.379,1.278,2.118,3.270,1.494,2.496,3.433,4.766,2.660,0.665,5.301,3.375,3.387,2.358,1.031,2.504,0.004,0.023,0.028,0.001,882.794,630.444,31.164,5.884
Canada,1999,CAN,30599458,1078414980757,7.118,0.233,543.859,14.245,2.690,780.212,20.542,2.704,25.498,0.723,0.220,17.774,0.504,0.153,120.136,3.926,566.717,18.521,0.526,226.832,21616.658,57897.418,7689.125,280.340,4004.749,36281.133,9381.164,34.447,116044.836,3.293,16.058,0.525,162.468,5.310,21.081,29.457,236.353,7.724,118.620,3.877,40.253,1.315,234.589,7.666,0.114,3.490,3550.909,1.035,2.190,2.485,1.364,1.269,2.120,3.256,1.492,2.568,3.438,4.756,2.650,0.687,4.890,3.543,3.602,2.331,0.964,2.503,0.004,0.023,0.028,0.001,901.371,645.068,22.858,4.203
Canada,2000,CAN,30891800,1137681278760,7.232,0.234,566.680,22.820,4.196,833.318,53.106,6.807,26.975,0.732,0.228,18.344,0.498,0.155,129.483,4.191,581.546,18.825,0.511,234.064,22183.338,58730.738,7818.607,296.381,4177.780,36547.770,9618.406,38.098,118073.062,3.206,16.040,0.519,173.031,5.601,21.715,31.057,266.639,8.631,121.653,3.938,38.863,1.258,237.243,7.680,0.118,3.651,3647.490,1.007,2.221,2.632,1.414,1.259,2.122,3.245,1.490,2.631,3.446,4.753,2.641,0.710,4.642,3.660,4.339,2.323,1.038,2.505,0.004,0.023,0.029,0.001,959.412,670.824,14.866,2.623
Canada,2001,CAN,31213578,1161459919261,6.983,0.224,558.981,-7.699,-1.359,832.716,-0.602,-0.072,26.678,0.717,0.233,17.908,0.481,0.156,126.847,4.064,566.319,18.143,0.488,241.047,22742.316,59563.453,7945.455,311.842,4343.049,36821.504,9859.688,41.237,114440.516,3.076,15.462,0.495,165.269,5.295,21.214,30.365,273.736,8.770,121.985,3.908,37.813,1.211,241.282,7.730,0.101,3.139,3572.098,0.930,2.176,2.673,1.378,1.246,2.123,3.236,1.488,2.689,3.447,4.754,2.633,0.722,4.628,3.464,5.013,2.346,0.911,2.506,0.005,0.024,0.029,0.001,947.803,662.174,7.339,1.313
Canada,2002,CAN,31535579,1199865635264,7.148,0.227,564.256,5.276,0.944,805.986,-26.731,-3.210,25.558,0.672,0.218,17.893,0.470,0.153,124.528,3.949,585.508,18.567,0.488,248.195,23306.574,60369.438,8069.983,327.664,4514.380,37063.234,10101.885,44.467,117118.281,3.078,15.822,0.502,171.331,5.433,21.218,29.727,241.730,7.665,124.416,3.945,38.558,1.223,242.197,7.680,0.102,3.230,3693.393,0.918,2.148,2.491,1.293,1.233,2.124,3.223,1.485,2.749,3.448,4.748,2.626,0.734,4.897,3.487,3.967,2.358,0.923,2.506,0.005,0.024,0.030,0.001,937.466,669.122,21.252,3.766
Canada,2003,CAN,31836483,1224575760991,7.248,0.228,581.190,16.934,3.001,812.958,6.972,0.865,25.535,0.664,0.219,18.255,0.475,0.157,123.577,3.882,585.786,18.400,0.478,255.443,23887.766,61182.398,8193.560,342.986,4688.336,37295.000,10359.798,47.641,116565.047,3.030,15.322,0.481,173.956,5.464,21.542,29.796,231.768,7.280,123.516,3.880,39.308,1.235,257.913,8.101,0.100,3.174,3711.021,0.845,2.102,2.324,1.181,1.218,2.123,3.206,1.479,2.796,3.447,4.734,2.621,0.743,4.461,3.413,3.166,2.447,0.912,2.504,0.005,0.024,0.030,0.001,948.600,685.815,4.596,0.791
Canada,2004,CAN,32132680,1265917327101,7.520,0.234,576.286,-4.904,-0.844,810.990,-1.968,-0.242,25.239,0.641,0.215,17.935,0.455,0.153,116.233,3.617,592.041,18.425,0.468,262.963,24464.051,61993.387,8309.793,358.782,4858.064,37529.707,10623.465,50.984,117265.898,2.977,15.796,0.492,169.728,5.282,21.228,29.528,234.704,7.304,127.205,3.959,38.632,1.202,263.667,8.206,0.104,3.343,3768.068,0.839,2.014,2.314,1.075,1.202,2.121,3.190,1.471,2.846,3.439,4.725,2.615,0.751,4.626,3.228,3.642,2.414,0.887,2.501,0.005,0.025,0.031,0.001,948.803,682.111,15.754,2.734
Canada,2005,CAN,32440172,1310077836124,7.614,0.235,570.396,-5.890,-1.022,808.705,-2.285,-0.282,24.929,0.617,0.213,17.583,0.435,0.150,117.261,3.615,615.941,18.987,0.470,270.577,25034.447,62802.094,8427.053,374.249,5026.774,37768.016,10881.569,54.224,117037.102,2.898,15.467,0.477,168.709,5.201,20.800,28.888,238.309,7.346,126.354,3.895,39.671,1.223,258.105,7.956,0.100,3.240,3796.704,0.788,1.927,2.276,1.020,1.185,2.116,3.174,1.462,2.889,3.428,4.719,2.608,0.757,4.463,3.138,4.018,2.340,0.851,2.498,0.005,0.025,0.031,0.001,937.127,674.758,45.545,7.985
Canada,2006,CAN,32759174,1348293394113,7.728,0.236,566.315,-4.081,-0.715,768.034,-40.671,-5.029,23.445,0.570,0.209,17.287,0.420,0.154,114.604,3.498,593.299,18.111,0.440,278.306,25600.762,63570.125,8541.657,390.071,5194.823,37969.730,11138.507,57.399,112017.781,2.722,15.823,0.483,168.049,5.130,20.587,27.791,201.718,6.158,129.923,3.966,37.060,1.131,256.937,7.843,0.097,3.175,3669.610,0.738,1.851,2.097,0.944,1.165,2.109,3.154,1.452,2.933,3.414,4.709,2.600,0.760,4.565,3.038,3.343,2.306,0.814,2.492,0.005,0.025,0.032,0.001,910.424,674.419,26.984,4.765
Canada,2007,CAN,33092171,1379925831954,7.731,0.234,589.956,23.641,4.174,759.128,-8.906,-1.160,22.940,0.550,0.194,17.828,0.428,0.151,119.204,3.602,617.949,18.674,0.448,286.037,26190.719,64329.254,8660.862,405.941,5375.237,38138.906,11402.123,60.519,118416.227,2.840,15.870,0.480,180.415,5.452,21.085,27.412,169.171,5.112,128.170,3.873,40.612,1.227,263.617,7.966,0.094,3.120,3918.650,0.686,1.873,2.047,0.937,1.143,2.103,3.134,1.441,2.976,3.404,4.698,2.594,0.762,4.637,3.145,3.025,2.357,0.810,2.487,0.005,0.026,0.032,0.001,907.137,697.734,27.993,4.745
Canada,2008,CAN,33449088,1397938727409,6.988,0.209,574.214,-15.742,-2.668,735.373,-23.755,-3.129,21.985,0.526,0.190,17.167,0.411,0.148,113.144,3.383,600.405,17.950,0.429,293.025,26764.934,65064.625,8774.006,421.063,5555.979,38300.062,11657.344,63.517,115754.156,2.770,15.121,0.452,180.742,5.403,20.304,26.434,161.158,4.818,124.892,3.734,39.386,1.177,255.220,7.630,0.090,2.998,3871.871,0.614,1.792,1.935,0.860,1.120,2.095,3.112,1.428,3.013,3.392,4.683,2.586,0.763,4.532,3.061,2.708,2.290,0.789,2.479,0.005,0.026,0.032,0.001,884.187,679.156,26.191,4.561
Canada,2009,CAN,33826370,1360538049277,5.364,0.159,541.130,-33.084,-5.762,653.953,-81.420,-11.072,19.333,0.481,0.176,15.997,0.398,0.145,93.714,2.770,584.856,17.290,0.430,298.389,27306.064,65718.578,8867.719,435.259,5729.842,38412.887,11908.823,66.030,109988.281,2.735,14.197,0.420,173.864,5.140,18.918,23.612,112.823,3.335,118.125,3.492,37.796,1.117,251.479,7.434,0.074,2.513,3720.504,0.458,1.717,1.719,0.721,1.092,2.086,3.087,1.414,3.043,3.379,4.660,2.580,0.762,4.320,3.015,1.726,2.307,0.728,2.468,0.005,0.026,0.033,0.001,798.718,639.931,43.727,8.081
Canada,2010,CAN,34196900,1406355361431,6.005,0.176,554.307,13.178,2.435,643.367,-10.585,-1.619,18.814,0.457,0.171,16.209,0.394,0.147,96.395,2.819,618.655,18.091,0.440,304.395,27860.369,66361.945,8964.114,449.750,5907.553,38501.945,12166.008,68.551,109967.695,2.674,14.491,0.424,177.710,5.197,19.136,23.286,89.060,2.604,118.916,3.477,38.816,1.135,257.185,7.521,0.074,2.521,3760.554,0.480,1.664,1.615,0.693,1.065,2.076,3.060,1.398,3.071,3.361,4.634,2.573,0.760,4.265,2.864,1.366,2.285,0.724,2.455,0.005,0.027,0.033,0.001,796.322,654.384,64.347,11.609
Canada,2011,CAN,34555449,1454221365109,6.020,0.174,562.832,8.525,1.538,695.599,52.231,8.118,20.130,0.478,0.178,16.288,0.387,0.144,87.382,2.529,616.592,17.844,0.424,310.415,28423.203,67057.547,9051.495,464.399,6101.012,38634.715,12424.645,71.237,112865.477,2.682,14.649,0.424,193.459,5.599,19.233,24.624,132.766,3.842,119.642,3.462,41.119,1.190,258.636,7.485,0.078,2.687,3900.117,0.448,1.632,1.702,0.594,1.037,2.065,3.035,1.380,3.096,3.349,4.614,2.566,0.759,4.112,3.028,2.077,2.287,0.716,2.443,0.005,0.027,0.034,0.001,850.878,664.604,53.760,9.552
Canada,2012,CAN,34922513,1479829523672,6.532,0.187,561.770,-1.063,-0.189,700.001,4.403,0.633,20.044,0.473,0.179,16.086,0.380,0.144,82.209,2.354,614.216,17.588,0.415,316.947,28984.973,67757.547,9133.705,479.935,6297.543,38772.945,12682.882,73.959,111724.289,2.637,15.536,0.445,196.532,5.628,19.074,24.563,138.232,3.958,122.582,3.510,42.910,1.229,258.238,7.395,0.078,2.722,3901.693,0.474,1.607,1.681,0.553,1.013,2.053,3.010,1.362,3.122,3.337,4.594,2.559,0.757,4.153,3.013,2.069,2.259,0.717,2.430,0.005,0.027,0.034,0.001,857.800,666.107,52.447,9.336
